name,price,spec_score,display_inches,pixel_resolution,network_connection,smart_tv,speakers,processor
Haier LE43K6600GA 43-inch Full HD Smart LED TV,"₹32,399",55,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
Sony KDL-43W6600 43-inch Full HD Smart LED TV,"₹38,480",51,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",4 GB Storage
Samsung UA32T4010ARXXL 32-inch HD Ready LED TV,"₹13,490",30,"32 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 1 USB Ports"
Xiaomi Mi TV 5 Pro 55-inch Ultra HD 4K Smart QLED TV,"₹36,990",70,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,4 Speakers,"Amlogic T972  Processor, 4 GB RAM, 64 GB Storage"
Xiaomi Mi TV 5 Pro 65-inch Ultra HD 4K Smart QLED TV,"₹49,990",72,"65 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,4 Speakers,"Amlogic T972  Processor, 4 GB RAM, 64 GB Storage"
Foxsky 55FS4KS 55-inch Ultra HD 4K Smart LED TV,"₹26,999",69,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"Quad Core Processor, 2 GB RAM, 8 GB Storage",178 ° Viewing Angle
Xiaomi Mi Full Screen Pro 43-inch Ultra HD 4K Smart LED TV,"₹27,999",69,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output","Amlogic T972  Processor, 2 GB RAM, 32 GB Storage"
Xiaomi Mi TV 4A 40-inch Full HD Smart LED TV,"₹18,999",49,"40 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor, 1 GB RAM, 8 GB Storage"
LG 43UM7780PTA 43-inch Ultra HD 4K Smart LED TV,"₹46,900",73,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 35 w Output","1.5 GB RAM, 4 GB Storage"
Sony 65A8G 65-inch Ultra HD 4K Smart OLED TV,"₹1,39,990",87,"65 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 40 w Output",16 GB Storage
Adsun A-3200S 32-inch HD Ready Smart LED TV,"₹7,799",46,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor, 1 GB RAM, 8 GB Storage"
LG 43LM6360PTB 43-inch Full HD Smart LED TV,"₹33,490",54,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",Quad Core Processor
Xiaomi Mi E-Series E32A 32-inch HD Ready Smart LED TV,"₹12,990",46,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 12 w Output","1 GB RAM, 4 GB Storage"
TCL 32S6500S HD Ready Smart LED TV,"₹17,990",45,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
Panasonic 55GZ2000 55-inch 4K HDR Smart OLED TV,"₹90,000",55,"55 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,HCX PRO Processor,3D TV: No
Samsung UA32N4003ARXXL 32-inch HD Ready LED TV,"₹13,633",27,"31.5 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 10 w Output","2 HDMI Ports, 1 USB Ports",3D TV: No
Kodak 32HDX900s (32-inch) HD Ready LED TV,"₹7,499",32,"32 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Thomson 24TM2490 (24 inch) HD Ready LED TV,"₹6,499",31,"24 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Samsung Series 5 43N5100 (43-inch) Full HD LED TV,"₹39,699",36,"43 in, LED TV","Full HD, 1920 x 1080 pixels",Ethernet,Smart TV: No,"4 Speakers, 40 w Output","2 HDMI Ports, 1 USB Ports"
Sony KDL-43W800F 43 inch Full HD LED Smart TV,"₹46,799",58,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 10 w Output",178 ° Viewing Angle
LG 55UJ632T (55-inch) Ultra HD LED Smart TV,"₹64,999",72,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
LG LX1 Posé 48 inch Ultra HD 4K Smart OLED TV (48LX1QPSA),"₹1,14,990",77,"48 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 40 w Output","2.5 GB RAM, 8 GB Storage"
Yuwa Y-32S- SB 32 inch HD Ready Smart LED TV,"₹8,750",47,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output","A53*4 Processor, 1 GB RAM, 8 GB Storage"
Telestone Sparkle Series 43 inch Full HD Smart LED TV,"₹23,199",53,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"1 GB RAM, 8 GB Storage","2 HDMI Ports, 2 USB Ports"
Nextview NV2FH24L 24 inch Full HD LED TV,"₹7,950",36,"24 in, LED TV","Full HD, 1920 x 1080 pixels",Smart TV: No,"1 Speakers, 10 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Leema LM-6500S 65 inch Ultra HD 4K Smart LED TV,"₹46,999",69,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","1 GB RAM, 8 GB Storage"
Aiwa 50UHDX3 50 inch Ultra HD 4K Smart LED TV,"₹34,990",62,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 15 w Output","3 HDMI Ports, 2 USB Ports"
Aiwa Magnifiq A32HDX1 32 inch HD Ready Smart LED TV,"₹12,990",44,"32 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"2 Speakers, 24 w Output","2 HDMI Ports, 2 USB Ports"
LG LX1 Posé 55 inch Ultra HD 4K Smart OLED TV (55LX1QPSA),"₹1,59,990",76,"55 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,40 w Output,"3 HDMI Ports, 2 USB Ports"
Impex Grande 50 AU00BL 50 inch Ultra HD 4K Smart LED TV,"₹34,900",62,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,10 w Output,Quad Core Processor
Aiwa 55UHDX3 55 inch Ultra HD 4K Smart LED TV,"₹37,990",64,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 15 w Output","3 HDMI Ports, 2 USB Ports"
Nu LED32HWA1 32 inch HD ready Smart LED TV,"₹11,490",47,"32 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,10 w Output,Quad Core Processor
Garuda 4344T8 43 inch Full HD Smart LED TV,"₹17,999",39,"43 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,178 ° Viewing Angle,"60 Hz, 16:9 Ratio"
Nextview WBNV4S55Q 55 inch Ultra HD 4K Smart QLED TV,"₹45,000",65,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,ARM Cortex Processor,"3 HDMI Ports, 1 USB Ports"
Nextview WBNV4K055U 55 inch Ultra HD 4K Smart LED TV,"₹36,500",65,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,ARM Cortex Processor,"3 HDMI Ports, 2 USB Ports"
Dyanora DY-LD32H1N 32 inch HD Ready LED TV,"₹6,999",35,"32 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 20 w Output",Quad Core Processor,178 ° Viewing Angle
Nextview WBNV4K050U 50 inch Ultra HD 4K Smart LED TV,"₹31,500",64,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,ARM Cortex Processor,"3 HDMI Ports, 2 USB Ports"
Nextview WBNV4K043U 43 inch Ultra HD 4K Smart LED TV,"₹22,850",62,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,ARM Cortex Processor,"3 HDMI Ports, 2 USB Ports"
Nextview WBNV4K065U 65 inch Ultra HD 4K Smart LED TV,"₹57,850",68,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,ARM Cortex Processor,"3 HDMI Ports, 2 USB Ports"
Nextview NV24K75S9 75 inch Ultra HD 4K Smart LED TV,"₹1,05,000",76,"75 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor, 2 GB RAM, 16 GB Storage"
Nextview NV2FH43S9 43 inch Full HD Smart LED TV,"₹19,999",51,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",Quad Core Processor
Nextview NVS24K43S9 43 inch Ultra HD 4K Smart LED TV,"₹21,850",63,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
Nextview NV24K55S9 55 inch Ultra HD 4K Smart LED TV,"₹35,950",69,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output","2 GB RAM, 16 GB Storage"
Nextview NV2FH24S9 24 inch Full HD Smart LED TV,"₹8,500",45,"24 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output","2 HDMI Ports, 2 USB Ports"
TruSense TS3243 32 inch Full HD Smart LED TV,"₹20,000",50,"32 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","3 HDMI Ports, 2 USB Ports"
AmazonBasics Fire TV 43 inch Full HD Smart LED TV (2023 Model),"₹20,999",55,"43 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output","ARM Cortex-A35 Processor, 1.5 GB RAM, 8 GB Storage"
Westway WEL55SFLK2 55 inch Ultra HD 4K Smart LED TV,"₹29,999",67,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"1 GB RAM, 8 GB Storage",178 ° Viewing Angle
GARUDA 83228N1 32 inches HD Ready LED TV,"₹7,999",32,"32 in, LED TV",1366 x 768 pixels,"2 HDMI Ports, 2 USB Ports","60 Hz, 16:9 Ratio",,
Aiwa 43UHDX3 43 inch Ultra HD 4K Smart LED TV,"₹28,490",61,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output","3 HDMI Ports, 2 USB Ports"
Adsun C-3200SF/S 32 inch HD Ready Smart LED TV,"₹9,999",52,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","1 GB RAM, 8 GB Storage"
Haier LE40K7700GA 40 inch Full HD Smart LED TV,"₹28,490",55,"40 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",176 ° Viewing Angle
Yuwa Y-32 SVS 32 inch HD Ready Smart LED TV,"₹10,449",52,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 15 w Output","A53 Processor, 5 GB RAM, 8 Storage"
PSJ PSJ32N 32 inch Full HD LED TV,"₹7,499",42,"32 in, LED TV","Full HD, 1920 x 1080 pixels",Smart TV: No,"2 Speakers, 30 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
iMee Signature 43SFLVC 43 inch Ultra HD 4K Smart LED TV,"₹25,999",69,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 20 w Output","ARM CORTEX A55 - 4 core Processor, 2 GB RAM, 8 GB Storage"
CompaQ HUEQ X 65 inch Ultra HD 4K Smart LED TV (CQV65AX1UD),"₹59,999",71,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
Skytron 32S2B 32 inch HD Ready Smart LED TV,"₹7,884",44,"32 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"2 Speakers, 24 w Output",178 ° Viewing Angle
TCL P727 55 inch Ultra HD 4K Smart LED TV (55P727),"₹39,499",69,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output",64-bit A55×4 1.3GHz Processor
KLASS KLS32SMRTT 32 inch HD Ready Smart LED TV,"₹8,295",40,"32 in, LED TV","HD Ready, 1366 x 720 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output","2 HDMI Ports, 2 USB Ports"
Skytron S55W2UHFW 55 inch Ultra HD 4K Smart LED TV,"₹29,830",68,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output",178 ° Viewing Angle
Samsung 55Q80AAK 55 inch Ultra HD 4K Smart QLED TV (QA55Q80AAKLXL),"₹1,40,990",76,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 60 w Output",Samsung Quantum Processor 4K Processor
DACS SD14X 43 inch Full HD Smart LED TV,"₹19,999",51,"43 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output","1 GB RAM, 8 GB Storage"
Akai AL32S-FX1WS 32 inch HD Ready Smart LED TV,"₹12,490",52,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","ARM CA55 Processor, 1.5 GB RAM, 8 GB Storage"
Croma CREL055UGA024601 55 inch Ultra HD 4K Smart QLED TV,"₹58,990",70,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","2 GB RAM, 16 GB Storage"
Akai AL55U-FX1WS 55 inch Ultra HD 4K Smart LED TV,"₹36,490",70,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","ARM CA55 Processor, 1.5 GB RAM, 8 GB Storage"
Akai AL65U-FX1WS 55 inch Ultra HD 4K Smart LED TV,"₹55,990",72,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","ARM CA55 Processor, 1.5 GB RAM, 8 GB Storage"
Croma CREL065UGA024601 65 inch Ultra HD 4K Smart QLED TV,"₹79,990",71,"65 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","2 GB RAM, 16 GB Storage"
LG B2 65 inch Ultra HD 4K Smart OLED TV (OLED65B2PSA),"₹1,99,999",83,"65 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",α7 Gen5 AI Processor 4K Processor
Skytron 24N2B 24 Inch HD Ready Smart LED TV,"₹6,364",43,"24 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"2 Speakers, 20 w Output","512 MB RAM, 4 GB Storage"
Gangnam Street LEDSTVGG43DN 43 inch Full HD Smart LED TV,"₹16,149",47,"43 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 24 w Output","2 HDMI Ports, 2 USB Ports"
Cornea 32CORFLSNB05 32 inch Full HD Smart LED TV,"₹9,990",49,"32 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor, 512 MB RAM, 4 GB Storage"
Ossywud OSOM32TV 32 inch HD Ready LED TV,"₹7,855",32,"32 in, LED TV","HD Ready, 1366 x 720 pixels",Smart TV: No,"2 Speakers, 20 w Output","2 HDMI Ports, 2 USB Ports",50 Hz
Leema LM2400NFL 24 inch HD Ready LED TV,"₹5,390",28,"24 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 10 w Output","1 HDMI Ports, 2 USB Ports",60 Hz
Adsun Frameless A-2400N/F 24 inch HD Ready LED TV,"₹5,799",29,"24 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 20 w Output",178 ° Viewing Angle,"1 HDMI Ports, 1 USB Ports"
Gangnam Street LEDSTVGG40K4HDEKK 39 inch HD Ready Smart LED TV,"₹15,599",43,"39 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"2 Speakers, 24 w Output","2 HDMI Ports, 2 USB Ports"
Gangnam Street ATVGG24HDEK 224 inch HD Ready LED TV,"₹5,699",28,"24 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 20 w Output","1 HDMI Ports, 2 USB Ports","60 Hz, 16:09 Ratio"
Starshine ATPL-3400 32 inch Full HD Smart LED TV,"₹10,449",44,"32 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output","2 HDMI Ports, 2 USB Ports"
Itel A2410IE 24 inch HD Ready LED TV,"₹8,499",28,"24 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 16 w Output","2 HDMI Ports, 2 USB Ports",60 Hz
Adsun A-3200F/N 32 inch HD Ready LED TV,"₹6,999",36,"32 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
SPL 504K 50 inch Ultra HD 4K Smart LED TV,"₹26,990",67,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
SPL 4309S 43 inch Full HD Smart LED TV,"₹14,590",52,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
TruSense TS 3200 Premium 32 inch Full HD Smart LED TV,"₹12,999",47,"32 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",512 MB RAM
Samsung 43TE50F 43 inches Full HD Smart LED TV,"₹28,990",46,"43 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output","2 HDMI Ports, 1 USB Ports"
VW Frameless VW24AFL 24 inches HD Ready LED TV,"₹5,999",32,"24 in, LED TV",1366 x 768 pixels,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports","60 Hz, 16:9 Ratio"
Dot One 40S.1-FRC9 40 inches HD Ready Smart LED TV,"₹14,589",46,"40 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"2 Speakers, 20 w Output","1 GB RAM, 8 GB Storage"
Huawei Smart Screen V 65 inch Ultra HD 4K Smart LED TV,"₹75,990",86,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"50 Speakers, 25 w Output","Octa Core Processor, 6 GB RAM, 64 GB Storage"
Huawei Smart Screen V 75 inch Ultra HD 4K Smart LED TV,"₹89,990",82,"75 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 50 w Output","Hexa Core Processor, 6 GB RAM, 64 GB Storage"
Onida Fire 55UIF1 55 inch Ultra HD 4K Smart LED TV,"₹34,999",65,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","1.5 GB RAM, 8 GB Storage"
Onida Fire 43UIF 43 inch Ultra HD 4K Smart LED TV,"₹24,999",63,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","1.5 GB RAM, 8 GB Storage"
Onida 50UIF 50 inch Ultra HD 4K Smart LED TV,"₹29,999",64,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","1.5 GB RAM, 8 GB Storage"
TCL CF6 Series 55 inch Ultra HD 4K Smart QLED TV,"₹36,990",67,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output",178 ° Viewing Angle
TCL CF6 Series 50 inch Ultra HD 4K Smart QLED TV,"₹33,760",65,"50 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output",178 ° Viewing Angle
Panasonic TH-65LX850DX 65 inch Ultra HD 4K Smart LED TV,"₹96,719",78,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","2 GB RAM, 32 GB Storage"
Dyanora DY-LD32H4S 32 inch HD Ready Smart LED TV,"₹8,259",48,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output","Quad Core Processor-A35 x 4 Processor, 512 MB RAM, 4 GB Storage"
Ossywud OSOM32TVSMBZ 32 Inches HD Ready Smart LED TV,"₹9,995",53,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","1 GB RAM, 8 GB Storage"
Teddy Bear TD3200N 32 Inch HD Ready Smart LED TV,"₹9,990",48,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","1 GB RAM, 8 GB Storage"
Intex LED-3243 32 inch HD Ready LED TV,"₹9,999",34,"32 in, LED TV",1366 x 768 pixels,"2 Speakers, 24 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports","60 Hz, 16:9 Ratio"
Cornea Frameless ‎85CORFLS05 85 inch Ultra HD 4K Smart LED TV,"₹1,93,999",81,"85 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output","Quad Core Processor, 2 GB RAM, 16 GB Storage"
Coocaa 43Z72 43 inch Full HD Smart LED Google TV,"₹18,999",52,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",Quad Core Cortex A55*4 - 1.5GHz Processor
Lloyd 55US850D 55 Inch Ultra HD 4K Smart LED TV,"₹47,900",64,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output",AI Quad Core Processor
T-Series 32TWO 300H 32 inch HD Ready Smart LED TV,"₹12,490",46,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 6 w Output","5 MB RAM, 8 GB Storage"
Xiaomi Redmi A70 70 inch Ultra HD 4K Smart LED TV,"₹2,59,990",78,"70 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",A35 processor Processor
Cellecor E32V 32 inch Full HD Smart LED TV,"₹9,899",47,"32 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 48 w Output",178 ° Viewing Angle
T-Series S-32A 32 inch HD Ready 3D Smart LED TV,"₹11,490",42,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 1 w Output",178 ° Viewing Angle
T-Series TX-24BIS 24 inch HD Ready LED TV,"₹7,490",31,"24 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 16 w Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Intex WOS6501U 65 inch Ultra HD 4K Smart LED TV,"₹58,999",71,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","1.5 GB RAM, 8 GB Storage"
Croma CREL039HBD024601 39 Inch HD Ready LED TV,"₹12,990",34,"39 in, LED TV",1366 x 768 pixels,Smart TV: No,20 w Output,178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Onida 43FIF3 43-inch Full HD Smart LED TV,"₹21,990",56,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","2.0 GHz Quad core processor Processor, 1.5 GB RAM, 8 GB Storage"
