Brand,Model,Capacity,Energy Rating,Type,Features,Color,Material,Warranty Period,Country of Manufacture,Price
Samsung,Model12208,481.0,A++,Double Door,Water Dispenser,Silver,Stainless Steel,5.0,Germany,601.0
Panasonic,Model12212,653.0,B,Single Door,Smart Connectivity,Gray,Glass,5.0,USA,1735.0
Siemens,Model12213,227.0,A+,Single Door,Standard,Black,Stainless Steel,1.0,China,1149.0
Samsung,Model12214,587.0,B,Double Door,Water Dispenser,Gray,Plastic,1.0,Germany,1473.0
LG,Model12215,212.0,B,Double Door,Smart Connectivity,White,Plastic,4.0,Germany,814.0
Siemens,Model12216,263.0,A++,Side-by-Side,Water Dispenser,White,Plastic,9.0,China,204.0
Samsung,Model12218,287.0,A+,Single Door,Standard,Black,Plastic,6.0,Germany,1336.0
Bosch,Model12219,724.0,A+,Single Door,Smart Connectivity,Gray,Glass,1.0,Germany,1650.0
Samsung,Model12220,175.0,A+,Double Door,Smart Connectivity,Silver,Stainless Steel,5.0,Germany,211.0
LG,Model12221,361.0,A++,Side-by-Side,Water Dispenser,Gray,Plastic,9.0,Germany,1050.0
Haier,Model12224,750.0,A+,Single Door,Smart Connectivity,Silver,Glass,4.0,USA,836.0
Frigidaire,Model12225,511.0,A+,Single Door,Ice Dispenser,Black,Glass,2.0,China,1563.0
Panasonic,Model12227,395.0,B,Single Door,Ice Dispenser,Silver,Plastic,1.0,USA,1659.0
Siemens,Model12228,704.0,A,Side-by-Side,Water Dispenser,Black,Plastic,7.0,China,383.0
GE,Model12229,674.0,B,Double Door,Standard,White,Plastic,1.0,India,1140.0
Bosch,Model12230,118.0,A+,Double Door,Standard,White,Plastic,6.0,China,561.0
Electrolux,Model12232,553.0,A+,Single Door,Ice Dispenser,White,Stainless Steel,3.0,China,1589.0
Panasonic,Model12233,681.0,A++,Single Door,Standard,White,Glass,6.0,USA,1853.0
Frigidaire,Model12234,525.0,A++,Single Door,Standard,Black,Stainless Steel,8.0,USA,357.0
Panasonic,Model12235,221.0,B,Single Door,Smart Connectivity,Gray,Glass,6.0,China,261.0
Frigidaire,Model12240,622.0,A++,Side-by-Side,Water Dispenser,Gray,Plastic,6.0,China,965.0
Samsung,Model12241,619.0,A++,Double Door,Smart Connectivity,Silver,Stainless Steel,8.0,Germany,1574.0
Whirlpool,Model12242,551.0,B,Double Door,Standard,Gray,Plastic,5.0,India,526.0
Bosch,Model12244,610.0,A+,Side-by-Side,Smart Connectivity,Gray,Stainless Steel,4.0,USA,627.0
Siemens,Model12247,156.0,A,Single Door,Water Dispenser,Gray,Plastic,1.0,India,1352.0
Whirlpool,Model12248,302.0,A+,Single Door,Standard,Gray,Plastic,3.0,Germany,1534.0
Haier,Model12251,270.0,B,Double Door,Water Dispenser,Black,Plastic,5.0,USA,418.0
Frigidaire,Model12253,511.0,A+,Single Door,Ice Dispenser,Silver,Glass,7.0,USA,774.0
Siemens,Model12255,121.0,A++,Single Door,Standard,White,Plastic,9.0,India,1287.0
Haier,Model12256,114.0,A+,Double Door,Ice Dispenser,White,Stainless Steel,1.0,Germany,865.0
Bosch,Model12257,537.0,A++,Single Door,Standard,White,Stainless Steel,4.0,China,403.0
Panasonic,Model12258,511.0,B,Double Door,Standard,White,Plastic,1.0,China,1327.0
Whirlpool,Model12260,228.0,B,Double Door,Water Dispenser,Gray,Stainless Steel,2.0,India,655.0
Panasonic,Model12261,395.0,B,Single Door,Standard,White,Glass,1.0,India,586.0
Whirlpool,Model12262,724.0,A,Double Door,Water Dispenser,Silver,Plastic,7.0,China,1237.0
GE,Model12263,364.0,A,Single Door,Ice Dispenser,Silver,Plastic,6.0,China,907.0
Bosch,Model12264,794.0,A++,Double Door,Standard,White,Plastic,1.0,Germany,1186.0
Electrolux,Model12265,290.0,B,Side-by-Side,Smart Connectivity,White,Glass,7.0,USA,356.0
Electrolux,Model12266,345.0,A++,Side-by-Side,Smart Connectivity,White,Glass,1.0,Germany,648.0
Br@ndX,Model12268,291.0,A,Single Door,Standard,White,Stainless Steel,5.0,Germany,262.0
Panasonic,Model12269,210.0,B,Side-by-Side,Smart Connectivity,White,Plastic,5.0,China,1138.0
Siemens,Model12270,550.0,A+,Side-by-Side,Water Dispenser,Black,Plastic,3.0,India,579.0
Haier,Model12271,526.0,A++,Single Door,Standard,Silver,Glass,9.0,China,680.0
GE,Model12274,160.0,A,Side-by-Side,Smart Connectivity,Silver,Glass,2.0,USA,1794.0
Samsung,Model12275,215.0,A,Single Door,Smart Connectivity,Gray,Plastic,8.0,Germany,528.0
Bosch,Model12280,252.0,A,Single Door,Standard,Silver,Plastic,8.0,India,1694.0
Panasonic,Model12283,583.0,B,Double Door,Ice Dispenser,White,Plastic,7.0,China,872.0
GE,Model12284,156.0,B,Side-by-Side,Smart Connectivity,White,Plastic,2.0,China,1718.0
Siemens,Model12286,375.0,A++,Single Door,Ice Dispenser,Gray,Stainless Steel,4.0,India,1118.0
Samsung,Model12287,793.0,B,Single Door,Standard,Silver,Plastic,8.0,India,1593.0
Electrolux,Model12288,157.0,A++,Single Door,Smart Connectivity,Silver,Plastic,9.0,Germany,1752.0
Siemens,Model12290,769.0,A++,Double Door,Standard,Black,Plastic,3.0,Germany,1603.0
Panasonic,Model12291,126.0,A++,Side-by-Side,Ice Dispenser,Black,Stainless Steel,6.0,China,1410.0
Siemens,Model12296,512.0,A+,Side-by-Side,Standard,Gray,Plastic,4.0,India,1000.0
GE,Model12297,203.0,B,Double Door,Water Dispenser,Gray,Plastic,9.0,India,1996.0
Haier,Model12299,696.0,B,Side-by-Side,Ice Dispenser,White,Plastic,8.0,China,1703.0
Siemens,Model12300,361.0,A,Double Door,Smart Connectivity,Silver,Glass,9.0,USA,746.0
Samsung,Model12301,248.0,A,Double Door,Smart Connectivity,Black,Stainless Steel,1.0,USA,275.0
LG,Model12302,735.0,A+,Side-by-Side,Ice Dispenser,Gray,Stainless Steel,4.0,India,952.0
Whirlpool,Model12305,627.0,B,Double Door,Standard,Black,Plastic,6.0,Germany,887.0
Whirlpool,Model12306,426.0,A,Single Door,Ice Dispenser,Black,Stainless Steel,7.0,Germany,892.0
Whirlpool,Model12307,372.0,B,Single Door,Standard,Silver,Plastic,7.0,Germany,918.0
Frigidaire,Model12308,155.0,A,Double Door,Smart Connectivity,White,Glass,3.0,Germany,1850.0
GE,Model12309,748.0,A+,Single Door,Ice Dispenser,Gray,Plastic,2.0,China,391.0
Frigidaire,Model12310,671.0,A,Double Door,Ice Dispenser,White,Glass,6.0,USA,337.0
Bosch,Model12312,174.0,A+,Single Door,Standard,Black,Glass,4.0,Germany,873.0
Panasonic,Model12313,765.0,A++,Side-by-Side,Ice Dispenser,Silver,Glass,7.0,India,1681.0
GE,Model12314,251.0,A,Single Door,Smart Connectivity,Silver,Glass,2.0,India,1793.0
Frigidaire,Model12315,506.0,A+,Double Door,Smart Connectivity,Silver,Glass,9.0,India,206.0
Whirlpool,Model12316,136.0,A+,Double Door,Ice Dispenser,White,Stainless Steel,3.0,India,1494.0
Whirlpool,Model12319,624.0,B,Single Door,Smart Connectivity,Silver,Plastic,1.0,India,1557.0
LG,Model12320,723.0,A,Double Door,Smart Connectivity,White,Glass,2.0,China,1374.0
GE,Model12321,135.0,A++,Side-by-Side,Standard,Silver,Plastic,1.0,Germany,1419.0
Whirlpool,Model12322,515.0,B,Double Door,Water Dispenser,Silver,Stainless Steel,7.0,Germany,1104.0
Samsung,Model12323,150.0,A++,Side-by-Side,Smart Connectivity,Gray,Stainless Steel,8.0,China,1959.0
Panasonic,Model12326,475.0,A++,Single Door,Standard,Black,Glass,7.0,India,1183.0
Haier,Model12329,205.0,A++,Side-by-Side,Smart Connectivity,White,Stainless Steel,3.0,USA,392.0
Whirlpool,Model12331,652.0,B,Single Door,Water Dispenser,Gray,Plastic,4.0,USA,1444.0
Bosch,Model12334,536.0,A,Side-by-Side,Water Dispenser,Black,Stainless Steel,2.0,India,593.0
Samsung,Model12336,384.0,A,Double Door,Ice Dispenser,Silver,Glass,1.0,China,292.0
LG,Model12337,114.0,A+,Double Door,Standard,Silver,Plastic,2.0,India,1551.0
Panasonic,Model12338,167.0,A,Single Door,Smart Connectivity,Black,Stainless Steel,9.0,India,1645.0
Whirlpool,Model12341,429.0,A+,Double Door,Ice Dispenser,White,Glass,2.0,China,1749.0
Whirlpool,Model12342,586.0,A,Side-by-Side,Ice Dispenser,White,Stainless Steel,9.0,USA,1332.0
Samsung,Model12343,408.0,B,Single Door,Ice Dispenser,Silver,Plastic,6.0,Germany,1963.0
Panasonic,Model12345,555.0,A++,Double Door,Standard,Silver,Stainless Steel,9.0,India,1675.0
Panasonic,Model12346,702.0,A++,Side-by-Side,Standard,White,Stainless Steel,7.0,India,1492.0
Electrolux,Model12348,680.0,B,Double Door,Smart Connectivity,White,Plastic,7.0,China,668.0
Electrolux,Model12349,438.0,B,Side-by-Side,Ice Dispenser,Black,Plastic,2.0,USA,355.0
GE,Model12350,474.0,A,Side-by-Side,Ice Dispenser,Gray,Glass,6.0,USA,872.0
Bosch,Model12352,304.0,A+,Single Door,Standard,White,Stainless Steel,4.0,USA,1655.0
Samsung,Model12353,355.0,A++,Single Door,Ice Dispenser,Gray,Plastic,1.0,China,1162.0
Samsung,Model12355,664.0,A++,Single Door,Smart Connectivity,Silver,Glass,9.0,Germany,237.0
Panasonic,Model12360,486.0,A,Single Door,Ice Dispenser,Gray,Plastic,9.0,India,1594.0
Frigidaire,Model12363,409.0,B,Double Door,Water Dispenser,Silver,Stainless Steel,4.0,India,552.0
Whirlpool,Model12367,322.0,A,Double Door,Smart Connectivity,White,Plastic,1.0,India,1191.0
Bosch,Model12369,160.0,A+,Double Door,Water Dispenser,Gray,Stainless Steel,7.0,USA,1295.0
Panasonic,Model12370,522.0,A,Double Door,Standard,Gray,Stainless Steel,5.0,Germany,1366.0
Panasonic,Model12371,600.0,A++,Single Door,Ice Dispenser,Gray,Glass,3.0,Germany,1880.0
Siemens,Model12372,499.0,A+,Double Door,Smart Connectivity,White,Stainless Steel,2.0,China,1296.0
Panasonic,Model12373,719.0,A++,Side-by-Side,Standard,Black,Plastic,4.0,India,732.0
LG,Model12374,505.0,A++,Single Door,Standard,Silver,Glass,5.0,USA,1231.0
Samsung,Model12375,242.0,A+,Double Door,Water Dispenser,Gray,Glass,1.0,India,1017.0
Electrolux,Model12376,391.0,A+,Side-by-Side,Standard,Black,Plastic,2.0,China,1417.0
Samsung,Model12377,336.0,A+,Double Door,Smart Connectivity,White,Glass,9.0,China,1021.0
Electrolux,Model12378,255.0,A++,Double Door,Standard,White,Glass,2.0,India,274.0
Electrolux,Model12379,247.0,A,Single Door,Ice Dispenser,White,Stainless Steel,4.0,India,1499.0
Frigidaire,Model12383,342.0,A,Double Door,Ice Dispenser,Gray,Glass,8.0,USA,1817.0
Bosch,Model12384,646.0,A,Single Door,Ice Dispenser,Black,Glass,2.0,USA,1398.0
Siemens,Model12385,608.0,B,Single Door,Standard,Black,Stainless Steel,9.0,Germany,1757.0
GE,Model12387,746.0,A++,Double Door,Standard,Black,Plastic,7.0,USA,1771.0
Whirlpool,Model12390,405.0,A,Single Door,Standard,Silver,Plastic,8.0,Germany,1572.0
GE,Model12394,164.0,A++,Side-by-Side,Water Dispenser,White,Stainless Steel,9.0,USA,288.0
LG,Model12395,209.0,A,Double Door,Water Dispenser,White,Plastic,8.0,India,1585.0
Samsung,Model12396,260.0,B,Single Door,Water Dispenser,Black,Stainless Steel,8.0,USA,714.0
Frigidaire,Model12397,723.0,A,Single Door,Water Dispenser,Silver,Stainless Steel,9.0,India,392.0
LG,Model12399,235.0,A++,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,1.0,China,1135.0
Panasonic,Model12401,619.0,A++,Side-by-Side,Water Dispenser,Silver,Stainless Steel,6.0,China,685.0
GE,Model12402,265.0,A++,Double Door,Smart Connectivity,Gray,Glass,7.0,India,616.0
Samsung,Model12403,220.0,A+,Single Door,Water Dispenser,Silver,Plastic,8.0,India,1437.0
Haier,Model12404,679.0,A+,Single Door,Standard,Silver,Glass,2.0,USA,581.0
Panasonic,Model12405,734.0,A,Single Door,Smart Connectivity,White,Stainless Steel,4.0,Germany,702.0
GE,Model12408,271.0,B,Single Door,Ice Dispenser,Black,Glass,6.0,China,620.0
LG,Model12410,268.0,A++,Double Door,Standard,Black,Stainless Steel,4.0,India,833.0
Haier,Model12411,358.0,A+,Side-by-Side,Smart Connectivity,Gray,Glass,2.0,China,622.0
LG,Model12413,725.0,A+,Double Door,Standard,Gray,Plastic,8.0,Germany,1105.0
Frigidaire,Model12414,297.0,A,Single Door,Ice Dispenser,Gray,Glass,6.0,China,1432.0
GE,Model12416,268.0,B,Double Door,Water Dispenser,Black,Stainless Steel,3.0,USA,1413.0
Bosch,Model12417,736.0,A,Double Door,Ice Dispenser,Gray,Stainless Steel,8.0,Germany,1283.0
Whirlpool,Model12418,278.0,A+,Double Door,Water Dispenser,Gray,Plastic,6.0,USA,1252.0
Panasonic,Model12419,370.0,A++,Double Door,Standard,White,Glass,5.0,India,332.0
Siemens,Model12420,361.0,B,Double Door,Ice Dispenser,Silver,Glass,6.0,China,743.0
Whirlpool,Model12422,577.0,B,Double Door,Water Dispenser,Silver,Stainless Steel,5.0,India,1399.0
Siemens,Model12423,236.0,A+,Double Door,Smart Connectivity,White,Plastic,9.0,India,1625.0
LG,Model12425,171.0,A++,Double Door,Water Dispenser,Black,Stainless Steel,8.0,USA,941.0
Siemens,Model12426,701.0,A+,Side-by-Side,Ice Dispenser,Silver,Glass,4.0,USA,1901.0
Haier,Model12427,783.0,B,Single Door,Water Dispenser,Silver,Glass,2.0,USA,641.0
LG,Model12428,584.0,A++,Single Door,Water Dispenser,Black,Plastic,7.0,Germany,658.0
Samsung,Model12429,582.0,A+,Single Door,Standard,Black,Plastic,4.0,India,1494.0
Panasonic,Model12431,479.0,A+,Side-by-Side,Water Dispenser,Silver,Stainless Steel,4.0,India,1604.0
Haier,Model12433,713.0,A,Side-by-Side,Ice Dispenser,White,Glass,4.0,India,1598.0
Whirlpool,Model12434,391.0,A+,Single Door,Water Dispenser,Gray,Stainless Steel,8.0,China,1769.0
Whirlpool,Model12435,485.0,A+,Double Door,Smart Connectivity,White,Plastic,4.0,China,1478.0
Panasonic,Model12436,116.0,A++,Double Door,Water Dispenser,White,Plastic,8.0,Germany,788.0
Frigidaire,Model12439,600.0,A+,Side-by-Side,Smart Connectivity,Gray,Stainless Steel,1.0,USA,1289.0
Frigidaire,Model12441,613.0,A+,Double Door,Standard,Black,Stainless Steel,7.0,China,1328.0
Frigidaire,Model12442,583.0,A,Single Door,Smart Connectivity,Black,Glass,5.0,USA,860.0
Haier,Model12443,384.0,B,Double Door,Standard,White,Glass,2.0,USA,932.0
Whirlpool,Model12447,516.0,A++,Side-by-Side,Standard,Silver,Plastic,4.0,USA,691.0
Haier,Model12448,619.0,A+,Side-by-Side,Ice Dispenser,Silver,Plastic,1.0,Germany,1478.0
Siemens,Model12450,727.0,B,Side-by-Side,Ice Dispenser,Gray,Plastic,2.0,India,335.0
Samsung,Model12455,238.0,A,Double Door,Smart Connectivity,Gray,Plastic,3.0,China,1247.0
Frigidaire,Model12458,760.0,A,Double Door,Smart Connectivity,Black,Plastic,5.0,Germany,1065.0
Frigidaire,Model12462,156.0,A++,Side-by-Side,Standard,Silver,Plastic,6.0,China,739.0
Haier,Model12463,372.0,B,Double Door,Water Dispenser,Silver,Glass,5.0,China,1747.0
GE,Model12464,728.0,A++,Double Door,Standard,White,Stainless Steel,4.0,India,494.0
Panasonic,Model12466,102.0,A+,Single Door,Smart Connectivity,Silver,Plastic,7.0,China,569.0
Samsung,Model12467,199.0,A++,Single Door,Standard,White,Stainless Steel,3.0,China,1962.0
Haier,Model12469,267.0,A+,Single Door,Smart Connectivity,Black,Plastic,7.0,USA,725.0
LG,Model12470,677.0,A+,Side-by-Side,Smart Connectivity,White,Plastic,8.0,Germany,205.0
Panasonic,Model12471,432.0,A,Side-by-Side,Water Dispenser,Gray,Plastic,7.0,Germany,558.0
Electrolux,Model12472,457.0,A+,Double Door,Standard,Black,Plastic,7.0,Germany,1299.0
Panasonic,Model12473,585.0,A++,Double Door,Water Dispenser,Black,Stainless Steel,3.0,USA,512.0
Samsung,Model12475,158.0,A,Side-by-Side,Smart Connectivity,Gray,Plastic,6.0,India,1836.0
Samsung,Model12476,304.0,A++,Single Door,Ice Dispenser,Gray,Stainless Steel,1.0,India,1101.0
Bosch,Model12477,405.0,A+,Double Door,Standard,Black,Stainless Steel,8.0,China,1091.0
Frigidaire,Model12479,711.0,A++,Single Door,Ice Dispenser,Black,Plastic,5.0,China,1549.0
Haier,Model12482,508.0,B,Single Door,Water Dispenser,White,Glass,1.0,China,1656.0
GE,Model12484,379.0,A,Side-by-Side,Ice Dispenser,Gray,Stainless Steel,6.0,China,1781.0
Frigidaire,Model12487,544.0,B,Double Door,Ice Dispenser,Silver,Glass,1.0,USA,700.0
Whirlpool,Model12488,783.0,B,Double Door,Ice Dispenser,Gray,Plastic,6.0,USA,1074.0
Panasonic,Model12489,465.0,A++,Double Door,Standard,Silver,Glass,9.0,India,204.0
Frigidaire,Model12491,304.0,A+,Double Door,Standard,Black,Stainless Steel,1.0,Germany,219.0
Panasonic,Model12493,437.0,B,Double Door,Smart Connectivity,Gray,Stainless Steel,8.0,India,1277.0
Frigidaire,Model12494,456.0,B,Double Door,Standard,Black,Stainless Steel,4.0,China,397.0
Bosch,Model12495,493.0,A++,Side-by-Side,Ice Dispenser,White,Glass,9.0,India,920.0
Panasonic,Model12497,768.0,A++,Single Door,Ice Dispenser,Silver,Glass,6.0,Germany,898.0
Bosch,Model12498,314.0,A++,Side-by-Side,Standard,White,Glass,8.0,USA,661.0
Samsung,Model12501,762.0,A+,Single Door,Water Dispenser,White,Plastic,9.0,India,966.0
Samsung,Model12502,703.0,A,Side-by-Side,Standard,Gray,Glass,3.0,India,751.0
Electrolux,Model12509,182.0,A+,Side-by-Side,Smart Connectivity,White,Plastic,4.0,India,1533.0
LG,Model12511,273.0,B,Side-by-Side,Water Dispenser,White,Glass,3.0,China,1865.0
Siemens,Model12514,592.0,A++,Double Door,Water Dispenser,White,Stainless Steel,1.0,Germany,1594.0
Bosch,Model12518,393.0,A++,Single Door,Smart Connectivity,Black,Plastic,2.0,Germany,1285.0
Frigidaire,Model12519,225.0,A+,Double Door,Smart Connectivity,White,Glass,2.0,USA,1483.0
Electrolux,Model12523,583.0,A,Single Door,Smart Connectivity,White,Stainless Steel,8.0,USA,1492.0
Br@ndX,Model12524,605.0,A,Side-by-Side,Standard,White,Plastic,1.0,China,967.0
GE,Model12528,248.0,A+,Double Door,Smart Connectivity,White,Glass,8.0,Germany,1626.0
Haier,Model12529,305.0,A++,Single Door,Water Dispenser,White,Stainless Steel,2.0,India,1739.0
Panasonic,Model12530,351.0,A,Side-by-Side,Water Dispenser,Black,Plastic,2.0,Germany,692.0
Siemens,Model12531,698.0,A++,Single Door,Water Dispenser,Black,Plastic,7.0,USA,833.0
Siemens,Model12532,184.0,B,Single Door,Ice Dispenser,Gray,Glass,8.0,Germany,254.0
Whirlpool,Model12534,394.0,B,Side-by-Side,Smart Connectivity,Black,Glass,7.0,Germany,859.0
Whirlpool,Model12535,692.0,A+,Single Door,Ice Dispenser,Black,Plastic,9.0,China,1278.0
Whirlpool,Model12537,622.0,A,Single Door,Ice Dispenser,Silver,Plastic,9.0,India,1610.0
Whirlpool,Model12538,472.0,A,Double Door,Ice Dispenser,Gray,Plastic,3.0,China,1794.0
Whirlpool,Model12539,792.0,B,Side-by-Side,Standard,Silver,Glass,4.0,China,1716.0
Samsung,Model12540,612.0,A++,Double Door,Standard,White,Glass,2.0,USA,657.0
Whirlpool,Model12541,798.0,A,Single Door,Standard,Silver,Stainless Steel,5.0,India,1267.0
Whirlpool,Model12544,583.0,A++,Single Door,Water Dispenser,Silver,Stainless Steel,6.0,Germany,1038.0
Haier,Model12545,450.0,A++,Side-by-Side,Water Dispenser,Black,Stainless Steel,7.0,USA,1169.0
Whirlpool,Model12546,434.0,A,Single Door,Smart Connectivity,Silver,Stainless Steel,8.0,USA,359.0
GE,Model12548,324.0,B,Single Door,Ice Dispenser,Silver,Plastic,5.0,Germany,423.0
Bosch,Model12553,592.0,A++,Single Door,Smart Connectivity,Silver,Glass,3.0,China,1861.0
Frigidaire,Model12554,125.0,A++,Single Door,Smart Connectivity,Black,Plastic,7.0,India,1453.0
Frigidaire,Model12555,702.0,A+,Double Door,Standard,Silver,Stainless Steel,9.0,Germany,1911.0
Haier,Model12556,290.0,A,Double Door,Standard,Gray,Glass,6.0,China,1956.0
Panasonic,Model12557,319.0,A,Single Door,Water Dispenser,Gray,Glass,4.0,China,643.0
Frigidaire,Model12558,597.0,A,Side-by-Side,Standard,Silver,Stainless Steel,4.0,USA,1522.0
Whirlpool,Model12559,679.0,B,Side-by-Side,Water Dispenser,Black,Glass,7.0,China,544.0
Frigidaire,Model12560,348.0,A+,Side-by-Side,Smart Connectivity,Silver,Glass,8.0,India,1114.0
Siemens,Model12561,795.0,A,Side-by-Side,Smart Connectivity,White,Glass,7.0,China,462.0
Panasonic,Model12562,474.0,A+,Double Door,Smart Connectivity,Silver,Plastic,5.0,India,1840.0
Electrolux,Model12563,223.0,A+,Single Door,Standard,Black,Glass,8.0,India,1060.0
Bosch,Model12564,793.0,B,Side-by-Side,Standard,White,Stainless Steel,6.0,Germany,1119.0
Frigidaire,Model12565,787.0,B,Side-by-Side,Standard,Gray,Plastic,4.0,India,779.0
Haier,Model12567,440.0,A+,Double Door,Standard,White,Glass,3.0,Germany,1782.0
GE,Model12568,231.0,A+,Side-by-Side,Standard,Gray,Glass,3.0,China,572.0
GE,Model12573,444.0,A++,Side-by-Side,Standard,Silver,Stainless Steel,4.0,India,1316.0
Bosch,Model12576,669.0,A++,Double Door,Smart Connectivity,Gray,Stainless Steel,2.0,India,1503.0
Frigidaire,Model12577,162.0,B,Single Door,Ice Dispenser,White,Stainless Steel,9.0,Germany,1350.0
GE,Model12578,364.0,A+,Double Door,Water Dispenser,White,Glass,8.0,India,340.0
LG,Model12583,696.0,A++,Double Door,Ice Dispenser,Silver,Glass,3.0,India,736.0
Bosch,Model12584,516.0,A++,Single Door,Standard,Black,Stainless Steel,5.0,India,1530.0
GE,Model12585,179.0,A,Side-by-Side,Standard,White,Stainless Steel,1.0,India,668.0
Samsung,Model12586,195.0,B,Single Door,Ice Dispenser,White,Stainless Steel,6.0,India,931.0
Haier,Model12588,667.0,A++,Single Door,Ice Dispenser,Silver,Plastic,8.0,India,1599.0
Electrolux,Model12590,126.0,A++,Single Door,Ice Dispenser,Silver,Glass,6.0,China,1012.0
GE,Model12592,753.0,A,Side-by-Side,Water Dispenser,Black,Stainless Steel,8.0,India,538.0
Frigidaire,Model12593,217.0,A,Side-by-Side,Standard,Silver,Stainless Steel,1.0,China,1677.0
GE,Model12598,598.0,B,Side-by-Side,Water Dispenser,Black,Stainless Steel,2.0,Germany,1866.0
Haier,Model12600,332.0,A++,Double Door,Standard,White,Plastic,5.0,Germany,1494.0
Siemens,Model12601,545.0,B,Single Door,Water Dispenser,Black,Plastic,2.0,India,1390.0
Frigidaire,Model12602,104.0,A+,Double Door,Ice Dispenser,White,Plastic,7.0,USA,1322.0
LG,Model12603,247.0,A++,Side-by-Side,Standard,Black,Stainless Steel,1.0,China,317.0
Haier,Model12606,733.0,A+,Single Door,Ice Dispenser,Gray,Stainless Steel,2.0,USA,905.0
Panasonic,Model12607,535.0,A+,Side-by-Side,Water Dispenser,Black,Stainless Steel,2.0,China,956.0
Electrolux,Model12608,789.0,A++,Side-by-Side,Ice Dispenser,White,Glass,3.0,India,1987.0
Panasonic,Model12609,545.0,A+,Single Door,Ice Dispenser,Silver,Plastic,5.0,China,413.0
Bosch,Model12610,499.0,A+,Side-by-Side,Smart Connectivity,Gray,Glass,1.0,Germany,255.0
Electrolux,Model12616,429.0,A,Side-by-Side,Water Dispenser,Black,Glass,9.0,India,1908.0
Frigidaire,Model12619,493.0,B,Single Door,Smart Connectivity,White,Stainless Steel,4.0,India,1266.0
